timestamp,mm_price
0.0,2000.0
100.0,1999.5
200.0,1999.0
300.0,1998.5
400.0,1998.0
500.0,1998.5
600.0,1999.0
700.0,2000.5
800.0,2001.0
900.0,1999.5
1000.0,2000.5
1100.0,2000.5
1200.0,2000.0
1300.0,1999.5
1400.0,1998.0
1500.0,1998.0
1600.0,1999.0
1700.0,1999.5
1800.0,1999.0
1900.0,2000.5
2000.0,2000.5
2100.0,2000.5
2200.0,2000.5
2300.0,1999.5
2400.0,2000.5
2500.0,2001.0
2600.0,2001.5
2700.0,2001.5
2800.0,2001.5
2900.0,2002.5
3000.0,2002.5
3100.0,2001.5
3200.0,2000.5
3300.0,2000.5
3400.0,2001.0
3500.0,2000.5
3600.0,2002.0
3700.0,2001.0
3800.0,2002.0
3900.0,2001.0
4000.0,2001.5
4100.0,2001.0
4200.0,2000.5
4300.0,2000.5
4400.0,1999.5
4500.0,1999.5
4600.0,2000.0
4700.0,1997.5
4800.0,1999.5
4900.0,1998.0
5000.0,1999.0
5100.0,1999.0
5200.0,1999.5
5300.0,2000.0
5400.0,2000.5
5500.0,2000.5
5600.0,2000.0
5700.0,1998.5
5800.0,1997.5
5900.0,1997.0
6000.0,1996.5
6100.0,1997.0
6200.0,1997.0
6300.0,1999.0
6400.0,2001.0
6500.0,2001.5
6600.0,2001.0
6700.0,2002.5
6800.0,2003.0
6900.0,2002.5
7000.0,2001.0
7100.0,2001.0
7200.0,2001.0
7300.0,2001.5
7400.0,2003.0
7500.0,2004.0
7600.0,2004.5
7700.0,2003.5
7800.0,2004.0
7900.0,2005.0
8000.0,2004.5
8100.0,2003.5
8200.0,2002.0
8300.0,2003.0
8400.0,2003.5
8500.0,2003.0
8600.0,2004.5
8700.0,2004.0
8800.0,2003.5
8900.0,2003.5
9000.0,2003.5
9100.0,2004.0
9200.0,2003.5
9300.0,2004.0
9400.0,2003.5
9500.0,2002.5
9600.0,2002.5
9700.0,2002.5
9800.0,2003.5
9900.0,2004.0
10000.0,2003.5
10100.0,2004.0
10200.0,2005.0
10300.0,2005.5
10400.0,2005.5
10500.0,2006.0
10600.0,2005.5
10700.0,2005.5
10800.0,2004.5
10900.0,2005.5
11000.0,2005.5
11100.0,2005.5
11200.0,2004.5
11300.0,2004.5
11400.0,2004.0
11500.0,2004.5
11600.0,2003.5
11700.0,2004.5
11800.0,2005.0
11900.0,2005.0
12000.0,2004.5
12100.0,2004.0
12200.0,2002.5
12300.0,2003.5
12400.0,2002.5
12500.0,2003.0
12600.0,2002.0
12700.0,2003.5
12800.0,2003.0
12900.0,2002.5
13000.0,2001.5
13100.0,1999.0
13200.0,1997.0
13300.0,1997.5
13400.0,1997.0
13500.0,1998.5
13600.0,1999.5
13700.0,1997.0
13800.0,1996.5
13900.0,1997.5
14000.0,1999.0
14100.0,1999.5
14200.0,1996.0
14300.0,1995.5
14400.0,1996.5
14500.0,1997.0
14600.0,1997.5
14700.0,1999.0
14800.0,1997.5
14900.0,1999.0
15000.0,1999.5
15100.0,1999.0
15200.0,1999.5
15300.0,1998.5
15400.0,1997.5
15500.0,1999.0
15600.0,2000.5
15700.0,1999.0
15800.0,1999.5
15900.0,1998.5
16000.0,1997.5
16100.0,1996.5
16200.0,1996.5
16300.0,1996.5
16400.0,1995.5
16500.0,1995.5
16600.0,1996.0
16700.0,1996.0
16800.0,1995.5
16900.0,1995.5
17000.0,1995.0
17100.0,1995.0
17200.0,1995.5
17300.0,1996.5
17400.0,1997.0
17500.0,1997.0
17600.0,1996.0
17700.0,1995.5
17800.0,1996.5
17900.0,1995.5
18000.0,1995.5
18100.0,1995.5
18200.0,1995.5
18300.0,1994.5
18400.0,1995.0
18500.0,1995.0
18600.0,1995.0
18700.0,1995.0
18800.0,1995.5
18900.0,1995.5
19000.0,1996.5
19100.0,1996.0
19200.0,1994.5
19300.0,1995.5
19400.0,1995.0
19500.0,1995.0
19600.0,1996.5
19700.0,1996.5
19800.0,1996.5
19900.0,1996.0
20000.0,1996.0
20100.0,1995.5
20200.0,1996.5
20300.0,1995.5
20400.0,1995.0
20500.0,1995.0
20600.0,1995.5
20700.0,1997.0
20800.0,1996.0
20900.0,1995.0
21000.0,1993.5
21100.0,1993.5
21200.0,1992.5
21300.0,1993.0
21400.0,1993.0
21500.0,1993.5
21600.0,1992.5
21700.0,1991.5
21800.0,1992.5
21900.0,1992.0
22000.0,1992.0
22100.0,1993.0
22200.0,1993.0
22300.0,1993.0
22400.0,1994.5
22500.0,1995.0
22600.0,1995.5
22700.0,1995.5
22800.0,1995.5
22900.0,1996.0
23000.0,1995.5
23100.0,1996.0
23200.0,1996.5
23300.0,1996.5
23400.0,1996.0
23500.0,1995.5
23600.0,1996.0
23700.0,1996.5
23800.0,1995.0
23900.0,1994.0
24000.0,1993.5
24100.0,1994.5
24200.0,1994.0
24300.0,1994.0
24400.0,1993.5
24500.0,1993.5
24600.0,1992.5
24700.0,1992.0
24800.0,1991.0
24900.0,1991.0
25000.0,1991.0
25100.0,1991.0
25200.0,1991.0
25300.0,1993.0
25400.0,1994.5
25500.0,1993.5
25600.0,1993.0
25700.0,1993.5
25800.0,1993.0
25900.0,1992.5
26000.0,1993.0
26100.0,1993.0
26200.0,1991.5
26300.0,1993.5
26400.0,1993.0
26500.0,1992.5
26600.0,1993.5
26700.0,1995.5
26800.0,1995.5
26900.0,1995.5
27000.0,1993.5
27100.0,1993.0
27200.0,1992.5
27300.0,1993.0
27400.0,1993.5
27500.0,1993.5
27600.0,1993.5
27700.0,1993.5
27800.0,1994.5
27900.0,1993.5
28000.0,1994.5
28100.0,1994.5
28200.0,1995.0
28300.0,1994.0
28400.0,1994.0
28500.0,1994.0
28600.0,1994.0
28700.0,1994.5
28800.0,1994.5
28900.0,1994.5
29000.0,1993.5
29100.0,1993.5
29200.0,1993.5
29300.0,1994.0
29400.0,1993.0
29500.0,1991.5
29600.0,1992.0
29700.0,1991.0
29800.0,1991.0
29900.0,1991.0
30000.0,1988.5
30100.0,1987.0
30200.0,1987.5
30300.0,1987.5
30400.0,1987.5
30500.0,1987.0
30600.0,1987.0
30700.0,1987.0
30800.0,1986.0
30900.0,1985.5
31000.0,1986.0
31100.0,1987.0
31200.0,1984.5
31300.0,1984.0
31400.0,1985.0
31500.0,1984.5
31600.0,1984.5
31700.0,1983.5
31800.0,1985.5
31900.0,1985.5
32000.0,1987.5
32100.0,1987.5
32200.0,1988.0
32300.0,1988.0
32400.0,1989.0
32500.0,1991.0
32600.0,1991.0
32700.0,1992.0
32800.0,1990.5
32900.0,1990.5
33000.0,1991.5
33100.0,1992.5
33200.0,1992.0
33300.0,1992.0
33400.0,1991.5
33500.0,1992.0
33600.0,1991.5
33700.0,1992.5
33800.0,1994.0
33900.0,1994.5
34000.0,1995.0
34100.0,1993.5
34200.0,1994.0
34300.0,1994.5
34400.0,1995.5
34500.0,1994.5
34600.0,1993.5
34700.0,1993.5
34800.0,1992.5
34900.0,1992.0
35000.0,1992.5
35100.0,1993.0
35200.0,1992.5
35300.0,1994.0
35400.0,1994.0
35500.0,1992.5
35600.0,1991.5
35700.0,1992.0
35800.0,1992.5
35900.0,1992.0
36000.0,1992.5
36100.0,1991.5
36200.0,1991.5
36300.0,1990.5
36400.0,1992.5
36500.0,1992.5
36600.0,1993.0
36700.0,1993.0
36800.0,1991.0
36900.0,1991.0
37000.0,1990.5
37100.0,1991.0
37200.0,1991.5
37300.0,1991.5
37400.0,1992.0
37500.0,1993.0
37600.0,1992.5
37700.0,1993.0
37800.0,1991.0
37900.0,1991.5
38000.0,1992.5
38100.0,1992.5
38200.0,1992.0
38300.0,1992.5
38400.0,1992.5
38500.0,1993.0
38600.0,1993.0
38700.0,1992.5
38800.0,1992.0
38900.0,1991.5
39000.0,1991.5
39100.0,1990.5
39200.0,1990.5
39300.0,1990.0
39400.0,1990.5
39500.0,1990.5
39600.0,1991.0
39700.0,1990.5
39800.0,1990.0
39900.0,1989.5
40000.0,1989.5
40100.0,1990.0
